St1_0_DE11_15 0000100000010?10001000100010001000111111000010001
St_0_0_15 0010000000010?10001000100010001000111111101110001
We_0_0_13 0100000000010010001000100010001000111111000101101
We1_6_NL1_15 0010000000010?01000100010001000100111111101010001
Wfx_0_0_15 0010000000000-10001000100010001000-----1100001101
Wf2_1_GB5_14 1000000100010110001000100010001000111111101010111
Wf1_0_0_13 0100000000010?10001000100010001000111111000100001
Wf4_4_CH1_15 0010000100010?01000100010001000100111111100110001
D_0_0_13 0100000000010101000100010001000100111111000110111
Bo1_0_0_14 0010000100010000100010001000100010111111101010000
Bo_0_0_13 0100000000010?10001000100010001000111111000001001
F1_2_FR3_14 0000100000000-10001000100010001000-----1001110111
F2_1_IT1_13 0100000100010110001000100010001000111111001101101
Mi_0_0_13 1000000000010?10001000100010001000111110101-00111
Mo_2_FR4_16 0010000100011?10001000100010001000111111000001000
N_2_FR3_13 0000100000000-10001000100010001000-----0001100001
N1_1_FR1_13 0100000000010010001000100010001000111111000110101
R_2_FR3_13 0100001100011?10001000100010001000111111101110001
Ve_0_0_13 1000001000010110001000100010001000111111000100001
Vi1_1_IT1_13 0010000000010?10001000100010001000111110001010001
Vi_2_FR4_13 0010000100011?00010001000100010001111111100001001
Dh_0_0_15 0010000000010110001000100010001000111111000110111
Ln_1_FR2_13 0100000000010?01000100010001000100111111001110101
Ln1_0_0_13 0100000000010010001000100010001000111111000001101
Tn_0_0_13 0010000000010?10001000100010001000111110110010000
Wr1_1_IT1_14 0010000000010010001000100010001000111110000010001
U_0_0_13 0010000100011001000100010001000100111111000110001
Ch1_1_FR1_14 0100000000010110001000100010001000111111000100111
Cm_2_FR5_13 0100001000011?10001000100010001000111111001110111
Cl_0_0_13 0100001000010-10001000100010001000111111101001100
Nh2_0_0_14 0100000000010?10001000100010001000111111000000001
Nh_1_GB3_13 1000000000010110001000100010001000111111000000101
Ny_2_FR3_13 0100000100011110001000100010001000111111001110111
Ny2_0_FR6_13 0100000100011?01000100010001000100111111101000001
Ny1_2_GB4_13 0010000100011?00010001000100010001000001101-----1
Ny3_5_IT2_14 0001001101010?10001000100010001000111111011?10111
Ph1_0_FR7_14 1000000000010110001000100010001000111111101-00001
Phx_0_0_15 0010000000010010001000100010001000111111101010100
Ph2_0_0_15 0010000100011?10001000100010001000111110000100000
Pn_0_0_13 1000000000010?10001000100010001000111111100010111
V8_4_CH1_15 0010000000010-01000100010001000100-----1100110001
V7_2_FR5_15 0100001000011?10001000100010001000111111000100101
V_1_IT1_13 0010000000010?10001000100010001000111111000010110
V5_0_0_14 0100000000010110001000100010001000111111000001001
V2_1_FR1_12 0100000000010110001000100010001000111111000101101
V3_0_FR7_13 0100000001010?10001000100010001000111111001-00001
V6_0_FR8_14 0100000000010?10001000100010001000111111001110111
X_0_0_15 0010000000000-01000100010001000100-----0110001000
X_0_0_14 0100000000011010001000100010001000111111001000101
Ba1_5_IT2_14 0001001101010?1000100010001000100011111???1001111
Ly1_2_FR4_13 0010000100011?10001000100010001000111111000001000
B7_0_0_15 0010000000110001000100010001000100111110000110110
B8_0_0_15 0010000000110001000100010001000100111110000110111
O_3_GB2_13 1000000100000--------------------------?1?0-----0
CH_0_0_13 0100000000000-01000100010001000100-----0000-----1
UPenn 0000100000000-10001000100010001000-----0010100000
P14_0_0_15 0010000000010001000100010001000100111111101010??1
Lv_0_0_15 0010000100011?10001000100010001000111110010-01000
P16_0_0_0 0100001000010110001000100010001000111111001111101
B6b_0_0_15 0100000000010010001000100010001000111110001101001
