cma-1973.5 010000100001000010000100001000010000100001000010000001100-10001000100011110110110100011100
nbl-1183 010000000001000000000100000000010000000001000000000001100?10001000100011100100100000000001
nbl-osborn-fa75 100000000010000000001000000000100000000010000000000001100110001000100011100100100000001101
nmm-clo-2002-433 010000010001000001000100000100010000010001000001000001111110001000100011100100100111101111
npm-m-367 010000010001000001000100000100010000010001000001000001111?01000100010011110110110100000001
npm-m-628 001000010000100001000010000100001000010000100001000001111?000100010001001101101101-------1
npm-m-689 000100110100010011010001001101000100110100010011010001100?100010001000111011011011??101111
pfl-lew-e-72 1000000000100000000010000000001000000000100000000000011001100010001000111101101101--000001
pfl-lew-e-202 001000000000100000000010000000001000000000100000000001100010001000100011110110110100101100
pkc-1066 001000010000100001000010000100001000010000100001000001111?10001000100011000000000011000000
pul-scheide-6 100000000010000000001000000000100000000010000000000001100?10001000100011110110110000101111
vba-pal-lat-143 001000000000100000000010000000001000000000100000000001100-010001000100--110110110011100001
vba-pal-lat-963 010000100001000010000100001000010000100001000010000001111?10001000100011100100100011001101
vba-pal-lat-1723 001000000000100000000010000000001000000000100000000001100?10001000100011100100100000101110
vba-bar-lat-9925 010000000001000000000100000000010000000001000000000001100110001000100011100100100000010001
vba-vat-lat-1972 010000000001000000000100000000010000000001000000000001100110001000100011100100100011011101
vba-vat-lat-3782 010000000101000000010100000001010000000101000000010001100?100010001000111001001001--000001
vba-vat-lat-3783 010000000001000000000100000000010000000001000000000001100?10001000100011100100100111101111
Unbenannt_1 001000000000100000000010000000001000000000100000000000000-010001000100--011011011000010000
Unbenannt_2 010000000001000000000100000000010000000001000000000001111010001000100011100100100100001101
bub-cl-113 000100110100010011010001001101000100110100010011010001100?10001000100011?????????100011111
lbm-863 001000010000100001000010000100001000010000100001000001111?10001000100011100100100000010000
bsb-theol-lat-fol-7 001000000000100000000010000000001000000000100000001111100001000100010011000000000011101110
bsb-theol-lat-fol-204 001000000000100000000010000000001000000000100000001111100001000100010011000000000011101111
obl-ash-1524 101000000010100000001010000000101000000010100000000000000---------------?1??1??1?0-------0
Ch 010000000001000000000100000000010000000001000000000000000-010001000100--0000000000-------1
Unbenannt_3 000010000000001000000000100000000010000000001000000000000-100010001000--001001001011000000
P14 00100000000010000000001000000000100000000010000000000110000100010001001111011011010010???1
Uppsala2 001000010000100001000010000100001000010000100001000001111?100010001000110010010010--010000
P16 010000100001000010000100001000010000100001000010000001100110001000100011100100100111111101
 010000000001000000000100000000010000000001000000000001100010001000100011000000000111010001
